CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CTPR,OCCP_GRP_1,TOTALPREM,WEDD_YN,MATE_OCCP_GRP_1,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,CUST_INCM,RCBASE_HSHD_INCM,JPBASE_HSHD_INCM
14638,1,N,2,3,20000,20.0,N,인천,전문직,10110000.0,N,n,0.0,0.0,101100.0,3662.0,6095,3662.0
14639,1,N,1,3,9389,40.0,N,충북,자영업,5250546.0,N,n,0.0,0.0,44100.0,4533.0,3943,4533.0
14640,1,N,2,3,12638,20.0,N,경남,주부,2016060.0,N,n,0.0,0.0,118560.0,0.0,4927,4927.0
14641,1,N,2,3,15000,20.0,N,경북,사무직,15357921.0,N,n,0.0,0.0,140600.0,3099.0,4565,3099.0
14642,1,N,2,3,25277,20.0,N,경기,사무직,11674588.0,N,n,0.0,0.0,110200.0,3289.0,5936,3289.0
14643,1,N,2,3,18888,20.0,N,경기,사무직,3370790.0,N,n,0.0,0.0,56500.0,3398.0,5091,3398.0
14645,1,N,2,3,6944,20.0,N,광주,서비스,32139357.0,N,n,0.0,0.0,557266.0,3125.0,2973,3125.0
14646,2,,1,3,22361,30.0,N,경기,n,8197728.0,N,n,0.0,0.0,137120.0,3534.75,8955,0.0
14647,1,N,2,3,22089,30.0,N,서울,자영업,3256375.0,N,n,0.0,0.0,54500.0,3582.0,7000,3582.0
14648,1,N,2,3,29027,20.0,N,부산,기타,9560595.0,N,n,0.0,0.0,25700.0,0.0,7145,7145.0
14649,1,Y,1,3,3055,20.0,N,전북,기타,2805000.0,N,n,0.0,0.0,46750.0,0.0,1781,1781.0
14650,1,Y,2,3,9484,11.0,N,부산,주부,34922559.0,Y,자영업,3.0,1.0,919484.0,0.0,4173,4466.0
14654,1,N,2,3,16388,20.0,N,경기,전문직,21552153.0,N,n,0.0,0.0,414674.0,3293.0,4457,3293.0
14655,1,Y,2,3,8333,20.0,N,경기,주부,34593280.0,Y,서비스,4.0,0.0,333431.0,0.0,3418,4175.0
14656,1,N,1,3,3965,12.0,N,전북,1차산업,24397063.0,N,n,0.0,0.0,151070.0,3558.0,3208,3558.0
14657,1,N,2,3,7500,20.0,N,전북,서비스,16951332.0,N,n,0.0,0.0,116400.0,3323.0,3071,3323.0
14658,1,N,1,3,15303,13.0,N,경기,기타,14656560.0,N,n,0.0,0.0,86500.0,0.0,4099,4052.0
14659,1,N,2,3,6224,11.0,N,충남,전문직,26459272.0,N,n,0.0,0.0,157579.0,3324.0,3479,3324.0
14660,1,Y,1,3,9885,12.0,N,인천,자영업,0.0,N,n,0.0,0.0,105100.0,3763.0,2468,3763.0
14661,1,N,1,3,18750,20.0,N,부산,서비스,30015508.0,Y,주부,1.0,0.0,474767.0,3734.0,4373,3734.0
14662,1,N,1,3,10138,20.0,N,경기,제조업,11214287.0,N,n,0.0,0.0,648480.0,3766.0,3681,3766.0
14663,1,N,1,3,23435,40.0,N,서울,자영업,16915530.0,N,n,0.0,0.0,266346.0,4215.0,6351,4215.0
14664,1,N,2,3,23611,20.0,N,경기,주부,68496158.0,Y,사무직,1.0,0.0,599212.0,0.0,5711,4230.0
14666,1,N,2,3,5416,30.0,N,인천,주부,53216343.0,Y,제조업,0.0,0.0,643403.0,0.0,2810,4070.0
14667,1,N,2,3,8629,40.0,N,전북,주부,3586200.0,Y,n,1.0,1.0,27800.0,0.0,4208,3989.0
14668,1,N,2,3,24722,20.0,N,부산,전문직,7571226.0,N,n,0.0,0.0,150000.0,3062.0,6513,3062.0
14670,1,N,1,3,9305,20.0,N,전북,사무직,6850732.0,N,n,0.0,0.0,62349.0,3397.0,3447,3397.0
14673,1,N,2,3,21111,20.0,N,인천,사무직,12751164.0,N,n,0.0,0.0,95400.0,3284.0,6225,3284.0
14674,1,N,1,3,5000,30.0,N,경기,사무직,3032882.0,N,n,0.0,0.0,42908.0,2916.0,2678,2916.0
14675,1,Y,1,3,2125,13.0,N,광주,사무직,5865200.0,N,n,0.0,0.0,68200.0,3155.0,0,3155.0
14676,1,N,1,3,5277,20.0,N,광주,제조업,3348962.0,N,n,0.0,0.0,138920.0,3357.0,1769,3357.0
14677,1,Y,2,3,4213,12.0,N,경기,사무직,4398389.0,N,n,0.0,0.0,73910.0,3099.0,3434,3099.0
14679,1,Y,1,3,4861,20.0,N,전북,제조업,4233800.0,Y,n,1.0,1.0,60600.0,3413.0,3012,3413.0
14680,2,,1,3,16250,30.0,N,서울,사무직,373324.0,N,n,0.0,0.0,94036.0,3485.0,5562,3485.0
14683,1,N,1,3,4064,12.0,N,경북,사무직,24895532.0,N,n,0.0,0.0,2733953.0,3677.0,3188,3677.0
14684,1,N,2,3,23611,20.0,N,경기,주부,13231260.0,Y,서비스,2.0,0.0,928885.0,0.0,6552,4182.0
14686,1,N,2,3,13888,20.0,N,광주,제조업,39274175.0,N,n,0.0,0.0,431550.0,3122.0,4872,3122.0
14687,1,N,1,3,32222,20.0,N,경기,기타,4433868.0,N,n,0.0,0.0,37200.0,0.0,7670,7647.0
14689,1,N,2,3,11944,30.0,N,서울,사무직,28645855.0,N,n,0.0,0.0,224977.0,3435.0,4598,3435.0
14690,1,N,2,3,9722,30.0,N,인천,전문직,75822722.0,N,n,0.0,0.0,755072.0,5263.0,3441,5263.0
14691,1,N,2,3,15694,20.0,N,인천,사무직,13055060.0,N,n,0.0,0.0,158106.0,3045.0,4599,3045.0
14693,1,N,1,3,14444,20.0,N,경기,제조업,9649251.0,Y,사무직,0.0,0.0,170985.0,3429.0,4174,6639.0
14694,1,N,2,3,43888,20.0,N,부산,사무직,8614104.0,N,n,0.0,0.0,200328.0,3821.0,10381,3821.0
14695,1,N,2,3,8055,30.0,N,인천,기타,3332616.0,N,n,0.0,0.0,33200.0,0.0,2945,2881.0
14697,1,N,2,3,13333,20.0,N,광주,사무직,13000000.0,N,n,0.0,0.0,200000.0,2965.0,3775,2965.0
14698,1,N,1,3,17500,20.0,N,경기,자영업,4795600.0,N,n,0.0,0.0,260000.0,4310.0,4823,4310.0
14702,2,,2,3,12699,99.0,N,서울,사무직,0.0,N,n,0.0,0.0,178500.0,2888.0,0,2888.0
14703,1,N,2,3,5482,99.0,N,울산,서비스,10565188.0,N,n,0.0,0.0,376186.0,4149.0,0,4149.0
14704,1,N,2,3,13888,20.0,Y,대전,주부,12866949.0,Y,전문직,1.0,0.0,398445.0,0.0,3837,3493.0
14707,1,N,2,3,22222,20.0,N,경기,사무직,7488596.0,Y,사무직,0.0,0.0,149806.0,3195.0,7901,7226.0
14710,1,N,1,3,17083,20.0,N,인천,기타,18461700.0,N,n,0.0,0.0,252900.0,0.0,5330,5108.0
14711,1,N,2,3,9741,11.0,Y,부산,자영업,55944640.0,N,n,0.0,0.0,1117258.0,3097.0,5488,3097.0
14713,1,N,2,3,5416,20.0,N,경남,전문직,7000391.0,N,n,0.0,0.0,280128.0,2743.0,2962,2743.0
14715,1,N,1,3,29755,20.0,N,서울,전문직,1108800.0,N,n,0.0,0.0,235026.0,3397.0,9057,3397.0
14716,1,N,2,3,10048,30.0,N,경기,전문직,7392235.0,Y,서비스,1.0,0.0,129200.0,2894.0,3882,7070.0
14717,1,N,1,3,0,20.0,N,서울,기타,13673854.0,N,n,0.0,0.0,95341.0,0.0,0,0.0
14721,1,N,2,3,12222,30.0,N,인천,주부,1165800.0,Y,전문직,0.0,0.0,17400.0,0.0,3885,4253.0
14723,1,N,1,3,7500,20.0,N,서울,서비스,8978100.0,N,n,0.0,0.0,158855.0,3114.0,3358,3114.0
14725,1,Y,1,2,25277,20.0,N,대전,기타,0.0,N,n,0.0,0.0,189800.0,0.0,9760,9822.0
14728,1,N,2,2,5427,13.0,N,경기,제조업,8948373.0,N,n,0.0,0.0,77900.0,2550.0,3549,2550.0
14729,1,N,2,2,7199,50.0,N,부산,서비스,6507176.0,N,n,0.0,0.0,101078.0,2696.0,4337,2696.0
14731,1,N,1,2,25277,30.0,N,경기,기타,41677535.0,N,n,0.0,0.0,178425.0,0.0,8006,7591.0
14732,1,Y,1,2,8472,20.0,N,광주,자영업,1151602.0,N,n,0.0,0.0,89410.0,3036.0,2361,3036.0
14733,1,N,1,2,15694,20.0,N,경기,n,470880.0,N,n,0.0,0.0,52320.0,2487.0,4142,0.0
14736,2,,2,2,63194,20.0,N,전북,사무직,8837600.0,N,n,0.0,0.0,70000.0,2721.0,9665,2721.0
14737,1,N,2,2,15556,40.0,N,경기,서비스,902500.0,N,n,0.0,0.0,57500.0,2709.0,6101,2709.0
14738,1,N,1,2,16682,13.0,N,경기,제조업,14875347.0,N,n,0.0,0.0,362769.0,2977.0,5946,2977.0
14742,1,N,2,2,11518,11.0,N,경기,사무직,8596984.0,N,n,0.0,0.0,118112.0,2490.0,5641,2490.0
14747,2,,2,2,26805,20.0,N,부산,사무직,6192904.0,N,n,0.0,0.0,77805.0,2685.0,9608,2685.0
14752,1,Y,2,2,0,20.0,N,전북,기타,11763692.0,N,n,0.0,0.0,1151355.0,0.0,0,0.0
14753,1,Y,2,2,6411,30.0,N,울산,기타,2960254.0,N,n,0.0,0.0,510318.0,0.0,4307,4339.0
14760,1,N,1,2,138197,11.0,N,경기,서비스,4745929.0,N,n,0.0,0.0,206391.0,2532.0,11910,2532.0
14763,1,N,1,2,6388,20.0,N,대구,n,1083506.0,N,n,0.0,0.0,64400.0,2641.0,5204,2641.0
14764,1,N,2,2,36111,20.0,N,경기,서비스,5361037.0,N,n,0.0,0.0,383119.0,2507.0,10654,2507.0
14767,1,N,1,2,10906,11.0,N,경남,서비스,19203627.0,N,n,0.0,0.0,454931.0,3079.0,5770,3079.0
14769,1,N,1,2,9414,40.0,N,대구,기타,6168478.0,N,n,0.0,0.0,200358.0,0.0,5653,5426.0
14770,1,N,2,2,4405,12.0,N,경기,기타,19846304.0,N,n,0.0,0.0,381400.0,0.0,5156,5121.0
14771,1,N,1,2,0,20.0,N,충북,기타,940186.0,N,n,0.0,0.0,59368.0,0.0,0,0.0
14773,1,N,2,2,7500,30.0,N,서울,전문직,45693285.0,N,n,0.0,0.0,2002500.0,2285.0,2286,2285.0
14774,1,N,2,2,4232,40.0,N,강원,사무직,38766642.0,N,n,0.0,0.0,2270369.0,2497.0,5346,2497.0
14781,1,N,2,2,14166,20.0,N,경기,제조업,14280304.0,N,n,0.0,0.0,106760.0,2620.0,6157,2620.0
14782,1,N,1,2,8964,13.0,N,경남,기타,3021433.0,N,n,0.0,0.0,141270.0,0.0,5556,4519.0
14802,1,N,1,2,4166,30.0,N,대전,기타,12603276.0,N,n,0.0,0.0,300078.0,0.0,4116,4116.0
14806,1,N,2,2,7531,12.0,N,서울,기타,4772571.0,N,n,0.0,0.0,155526.0,0.0,6969,6928.0
14810,1,N,1,2,7930,11.0,N,경남,서비스,9251096.0,N,n,0.0,0.0,305499.0,3782.0,5515,3782.0
14813,1,N,1,2,0,20.0,N,경남,기타,23096226.0,N,n,0.0,0.0,991000.0,0.0,0,0.0
14851,1,N,2,2,8313,40.0,N,대구,기타,900000.0,N,n,0.0,0.0,300000.0,0.0,3395,3211.0
14854,1,N,1,1,13038,11.0,N,부산,기타,2488798.0,N,n,0.0,0.0,83770.0,0.0,4263,4184.0
14869,1,N,1,1,17916,20.0,N,인천,기타,1618500.0,N,n,0.0,0.0,62250.0,0.0,5525,5363.0
14893,1,N,2,7,13226,12.0,N,서울,기타,2284200.0,N,n,0.0,0.0,19300.0,0.0,1236,1193.0
14895,1,N,1,6,12105,40.0,N,인천,전문직,17060241.0,Y,사무직,0.0,0.0,235853.0,4898.708333333333,3451,4568.0
14897,1,N,1,6,2170,13.0,N,충남,기타,956700.0,N,n,0.0,0.0,106300.0,3190.0967741935483,0,0.0
14898,1,N,2,6,8592,11.0,N,전남,1차산업,25553131.0,N,n,0.0,0.0,2023559.0,4147.0,3743,0.0
14900,1,N,2,6,37222,20.0,N,경북,기타,28892059.0,N,n,0.0,0.0,247300.0,3190.0967741935483,10812,10712.0
14904,1,N,2,6,8757,40.0,N,충북,주부,9002538.0,Y,기타,1.0,3.0,181101.0,0.0,5026,5123.0
14907,2,,1,6,23194,20.0,N,울산,사무직,72664193.0,Y,주부,3.0,3.0,3273047.0,5403.133333333333,7893,7907.0
14908,1,N,2,6,0,20.0,N,서울,자영업,4470588.0,Y,사무직,1.0,3.0,56347.0,3295.0,0,3295.0
14909,1,N,2,6,0,20.0,N,충북,기타,13638649.0,Y,기타,0.0,0.0,174340.0,3376.0,0,7864.0
14911,1,Y,2,6,21111,20.0,N,인천,서비스,12648500.0,Y,n,3.0,1.0,210300.0,3977.0,7231,3977.0
14912,1,N,2,6,23194,20.0,N,경남,주부,25140942.0,N,n,0.0,0.0,2027377.0,0.0,8695,8695.0
14913,1,N,1,5,4010,13.0,N,경기,제조업,59404901.0,Y,주부,1.0,1.0,796617.0,5682.0,4874,5682.0
14914,1,N,2,5,16111,20.0,N,인천,제조업,29042872.0,Y,서비스,1.0,3.0,337515.0,3798.0,6806,8178.0
14915,1,N,2,5,19305,30.0,N,인천,주부,2830078.0,N,n,0.0,0.0,23820.0,0.0,7493,7700.0
14916,1,N,2,5,10833,30.0,N,경기,자영업,4493260.0,Y,n,1.0,3.0,118900.0,3844.0,0,3844.0
14917,1,Y,2,5,7118,12.0,Y,서울,자영업,26136778.0,Y,사무직,2.0,2.0,464580.0,3742.0,5669,5618.0
14919,1,N,1,5,22083,20.0,N,경남,서비스,23200050.0,Y,주부,0.0,0.0,157000.0,5187.0,9173,5187.0
14920,1,N,1,5,0,20.0,N,경남,서비스,21618276.0,N,n,0.0,0.0,159380.0,4460.0,0,4460.0
14921,1,N,2,5,12500,30.0,N,경남,주부,28539118.0,Y,n,2.0,3.0,499464.0,0.0,6439,6723.0
14922,1,N,1,5,6307,40.0,N,대전,사무직,829400.0,Y,전문직,2.0,2.0,75400.0,4465.0,5449,7688.0
14924,1,N,2,5,12916,20.0,N,광주,주부,10319260.0,Y,전문직,1.0,2.0,73920.0,0.0,7124,4945.0
14925,1,N,1,5,6438,99.0,N,강원,기타,4356600.0,N,n,0.0,0.0,110426.0,4456.0,0,4456.0
14926,1,N,1,5,6368,13.0,N,서울,사무직,41980039.0,Y,서비스,2.0,2.0,173460.0,5852.0,6051,10179.0
14927,1,N,2,5,38750,20.0,N,경기,n,30032700.0,N,n,0.0,0.0,500545.0,4627.3,10364,0.0
14930,1,N,2,5,5694,12.0,N,서울,서비스,10022403.0,Y,n,1.0,2.0,154000.0,3053.0,6048,3053.0
14931,1,N,1,5,25416,20.0,N,경기,자영업,81886528.0,Y,주부,2.0,2.0,3793287.0,5915.0,10010,5915.0
14932,1,N,1,5,26944,20.0,N,경기,사무직,69545668.0,N,n,0.0,0.0,1579106.0,6353.0,9493,6353.0
14934,1,N,2,5,19556,20.0,N,충북,자영업,2900000.0,Y,서비스,2.0,2.0,50000.0,4593.0,8947,9179.0
14935,1,N,1,5,5327,12.0,N,경북,자영업,10971707.0,N,n,0.0,0.0,235982.0,5064.0,5014,5064.0
14936,1,N,1,5,23750,20.0,N,경남,자영업,14409025.0,Y,n,2.0,2.0,466038.0,6231.0,9985,6231.0
14937,1,N,1,5,34444,20.0,N,서울,사무직,23868750.0,Y,기타,2.0,2.0,157550.0,5747.0,10045,10082.0
14939,2,,2,5,10416,30.0,Y,경기,주부,14216236.0,Y,n,2.0,2.0,231577.0,0.0,0,0.0
14942,1,N,2,5,17752,20.0,N,대구,서비스,2012410.0,N,n,0.0,0.0,117257.0,4315.0,8123,4315.0
14943,1,N,2,5,12222,30.0,N,경기,주부,22298441.0,Y,자영업,2.0,2.0,600600.0,0.0,6568,4900.0
14944,1,N,2,5,17222,20.0,N,충남,주부,34330149.0,Y,제조업,2.0,2.0,373476.0,0.0,8667,3933.0
14945,1,N,1,5,9027,20.0,N,전남,제조업,29481767.0,Y,주부,3.0,1.0,220302.0,4688.0,6232,4688.0
14946,1,Y,1,5,12083,20.0,N,경남,사무직,0.0,Y,자영업,1.0,1.0,406672.0,5052.0,6756,9152.0
14947,1,N,1,5,15072,11.0,N,경기,사무직,20547510.0,Y,n,1.0,2.0,393503.0,5270.0,6035,5270.0
14948,1,N,2,5,27222,20.0,N,부산,주부,5527120.0,Y,사무직,0.0,0.0,80853.0,0.0,8284,5422.0
14949,1,N,1,5,19722,20.0,N,울산,제조업,4142683.0,Y,주부,2.0,1.0,52300.0,5836.0,8455,5836.0
14950,2,,1,5,21805,20.0,N,충북,사무직,27709750.0,Y,주부,1.0,1.0,185350.0,5221.0,9647,5221.0
14951,1,N,2,4,15555,20.0,N,대구,제조업,8221106.0,Y,n,2.0,2.0,191526.0,3091.0,4496,4222.0
14953,1,N,2,4,30277,20.0,N,서울,주부,11289110.0,Y,사무직,0.0,0.0,83840.0,0.0,10112,6293.0
14954,1,Y,2,4,10103,12.0,Y,서울,주부,32311549.0,Y,서비스,0.0,0.0,702199.0,0.0,3874,4636.0
14955,1,N,1,4,45000,20.0,N,부산,제조업,5404188.0,Y,주부,2.0,1.0,220320.0,5583.0,10658,5583.0
14956,1,N,2,4,22500,20.0,N,울산,주부,7339648.0,Y,제조업,1.0,1.0,72962.0,0.0,5890,4421.0
14957,1,Y,1,4,0,12.0,N,전남,기타,4189070.0,N,n,0.0,0.0,101440.0,3564.0,0,3564.0
14958,1,N,2,4,24722,30.0,Y,서울,주부,146887208.0,Y,사무직,2.0,1.0,1045006.0,0.0,8749,5815.0
14959,1,N,2,4,23611,20.0,N,부산,주부,6167525.0,N,n,0.0,0.0,103000.0,0.0,7283,7283.0
14961,1,N,2,4,8611,20.0,N,제주,주부,35360866.0,Y,1차산업,3.0,0.0,1570951.0,0.0,0,4002.0
14962,1,N,1,4,7414,11.0,N,경남,1차산업,7948183.0,Y,서비스,2.0,1.0,1875349.0,3592.0,3466,7067.0
14963,1,N,1,4,4370,99.0,N,전남,제조업,5446542.0,N,n,0.0,0.0,158969.0,3546.0,0,3546.0
14964,1,Y,1,4,7500,20.0,N,전남,자영업,6389909.0,N,n,0.0,0.0,124100.0,5160.0,3341,5160.0
14965,1,N,1,4,20972,20.0,N,서울,제조업,2924484.0,Y,주부,2.0,1.0,37228.0,4888.0,6693,4888.0
14966,1,N,1,4,3166,13.0,N,충남,자영업,58492799.0,Y,주부,2.0,1.0,626164.0,4838.0,2953,4838.0
14969,1,N,2,4,11906,12.0,Y,대전,주부,11256120.0,Y,n,2.0,2.0,385782.0,0.0,3469,3341.0
14970,1,N,2,4,18888,30.0,N,서울,서비스,20478133.0,Y,사무직,2.0,1.0,570603.0,3478.0,8234,7086.0
14971,2,,2,4,27777,20.0,N,경남,주부,2463400.0,N,n,0.0,0.0,21800.0,0.0,8850,8488.0
14972,1,N,2,4,16666,30.0,N,서울,사무직,15125389.0,N,n,0.0,0.0,574086.0,3775.0,6114,3775.0
14973,1,N,1,4,16666,20.0,N,충남,사무직,30318701.0,Y,전문직,1.0,1.0,214100.0,4787.0,0,8183.0
14975,1,N,1,4,0,20.0,N,경남,사무직,633750.0,N,n,0.0,0.0,48750.0,3593.0,0,3593.0
14976,1,N,1,4,18333,20.0,N,경기,서비스,10110102.0,N,n,0.0,0.0,105270.0,4526.0,5965,4526.0
14977,1,Y,2,4,11388,20.0,N,경남,주부,28226879.0,Y,사무직,2.0,1.0,437700.0,0.0,4188,4917.0
14978,1,N,1,4,9444,20.0,N,전북,제조업,13400000.0,N,n,0.0,0.0,200000.0,3921.0,4037,3921.0
14979,1,N,1,4,4949,12.0,N,경기,제조업,19771858.0,Y,주부,1.0,0.0,702151.0,3882.0,3259,3882.0
14981,1,Y,2,4,9184,40.0,N,경기,사무직,2909992.0,Y,n,3.0,1.0,170350.0,3693.0,4225,3693.0
14982,1,N,2,4,4166,20.0,N,경남,주부,6591638.0,Y,사무직,0.0,0.0,80200.0,0.0,3062,4387.0
14983,1,N,2,4,16666,20.0,Y,부산,자영업,54301095.0,Y,사무직,1.0,0.0,967327.0,3981.0,4041,9123.0
14984,1,N,2,4,7083,20.0,N,경남,전문직,15122136.0,Y,자영업,1.0,1.0,143773.0,3232.0,3299,8657.0
14985,1,N,1,4,12222,20.0,N,충남,전문직,3252348.0,Y,주부,0.0,0.0,55272.0,4733.0,4413,4733.0
14986,1,Y,1,4,5277,30.0,N,경기,사무직,323000.0,N,n,0.0,0.0,161500.0,3627.0,2562,3627.0
14987,1,N,2,3,8656,40.0,N,경기,서비스,15675025.0,Y,제조업,1.0,1.0,331261.0,4206.0,3896,7879.0
14988,1,N,1,3,0,20.0,N,경기,자영업,9175995.0,N,n,0.0,0.0,168460.0,4190.0,0,4190.0
14989,1,N,2,3,37777,20.0,N,경기,사무직,8997450.0,Y,자영업,0.0,0.0,73150.0,3906.0,0,8791.0
14990,1,N,2,3,9435,40.0,N,인천,주부,18516125.0,N,n,0.0,0.0,135520.0,0.0,4219,4196.0
14991,1,Y,2,3,10486,40.0,N,부산,주부,11381635.0,N,n,0.0,0.0,99100.0,0.0,3403,3394.0
14992,1,N,2,3,18888,20.0,N,대구,주부,7818858.0,N,n,0.0,0.0,128148.0,0.0,5578,5477.0
14996,1,N,1,3,0,20.0,N,대구,전문직,19923279.0,N,n,0.0,0.0,1198438.0,4372.0,0,4372.0
14997,1,N,1,3,19444,20.0,N,경기,제조업,10371063.0,N,n,0.0,0.0,109800.0,3613.0,6025,3613.0
14998,1,N,2,3,9444,20.0,N,충남,주부,10410980.0,Y,제조업,1.0,0.0,141500.0,0.0,3758,3661.0
14999,1,N,2,3,27500,20.0,N,광주,전문직,15579513.0,N,n,0.0,0.0,126900.0,3737.0,7282,3737.0
15000,1,N,2,3,21666,20.0,N,대구,전문직,6926623.0,N,n,0.0,0.0,58300.0,3467.0,6029,3467.0
15001,1,N,1,3,0,12.0,N,충북,제조업,16293001.0,Y,주부,0.0,0.0,151345.0,3269.0,0,3269.0
15004,1,N,2,3,96102,11.0,N,경기,전문직,23503088.0,N,n,0.0,0.0,94728.0,3799.0,8659,3799.0
15005,1,N,1,3,71851,11.0,N,경기,전문직,19323014.0,N,n,0.0,0.0,175717.0,5962.0,8819,5962.0
15007,1,N,2,3,21111,20.0,N,경기,주부,10249010.0,Y,제조업,1.0,0.0,157340.0,0.0,5730,3721.0
15009,1,N,2,3,5036,12.0,N,서울,사무직,21680875.0,N,n,0.0,0.0,168193.0,3200.0,3391,3200.0
15011,1,N,2,3,6004,12.0,N,부산,제조업,10411319.0,N,n,0.0,0.0,107300.0,2849.0,3308,2849.0
15012,1,N,1,3,16666,20.0,N,경기,서비스,2623556.0,N,n,0.0,0.0,51048.0,3427.0,4962,3427.0
15013,1,N,1,3,26437,13.0,N,경기,서비스,51527024.0,N,n,0.0,0.0,575309.0,4532.0,5009,4532.0
15014,1,N,2,3,20972,20.0,N,경남,사무직,18261720.0,N,n,0.0,0.0,291480.0,3546.0,6316,3546.0
15015,1,Y,1,3,7684,12.0,N,서울,기타,3082427.0,N,n,0.0,0.0,77940.0,0.0,3392,3340.0
15017,1,N,2,3,0,11.0,N,전남,사무직,15596101.0,N,n,0.0,0.0,152500.0,2503.0,0,2503.0
15019,1,N,2,2,6501,30.0,N,부산,사무직,6294254.0,N,n,0.0,0.0,145478.0,2596.0,3545,2596.0
15020,2,,1,2,8611,20.0,N,전남,기타,100000.0,N,n,0.0,0.0,50000.0,0.0,3345,3345.0
15021,1,N,2,2,21944,30.0,N,경기,사무직,18449060.0,N,n,0.0,0.0,314506.0,2916.0,7757,2916.0
15028,1,Y,1,2,7684,12.0,N,서울,기타,1433644.0,N,n,0.0,0.0,72370.0,0.0,2971,2822.0
15031,1,N,2,2,0,20.0,N,전남,기타,2113707.0,N,n,0.0,0.0,111365.0,0.0,0,0.0
15034,1,Y,1,2,29953,11.0,N,경기,서비스,3601008.0,N,n,0.0,0.0,200056.0,2635.0,7144,2635.0
15036,1,N,2,2,8472,20.0,N,전북,사무직,6303950.0,N,n,0.0,0.0,203384.0,2469.0,5927,2469.0
15039,1,Y,2,2,7638,20.0,N,전북,기타,0.0,N,n,0.0,0.0,148425.0,0.0,2106,2694.0
15045,1,N,1,1,24444,20.0,N,울산,기타,1607872.0,N,n,0.0,0.0,50246.0,0.0,6825,6691.0
15048,1,Y,1,6,28333,20.0,N,서울,전문직,10500000.0,Y,기타,0.0,0.0,1242455.0,4898.708333333333,4022,4853.0
15049,1,N,2,6,6466,12.0,N,부산,주부,22892532.0,N,n,0.0,0.0,148210.0,0.0,3353,3320.0
15050,1,N,2,4,0,20.0,N,경기,주부,20722138.0,Y,전문직,2.0,0.0,263288.0,0.0,0,4158.0
15052,1,N,2,4,10694,30.0,N,경기,주부,42847192.0,Y,서비스,1.0,1.0,316000.0,0.0,3489,4112.0
15054,1,N,2,5,6666,20.0,N,강원,자영업,11474429.0,Y,자영업,0.0,0.0,183598.0,4547.0,5234,9605.0
15056,1,Y,2,6,15000,20.0,N,인천,서비스,2268813.0,Y,전문직,1.0,2.0,175450.0,3698.0,6509,8695.0
15060,1,N,2,5,32777,20.0,N,인천,제조업,17095261.0,Y,사무직,1.0,3.0,106300.0,4170.0,9949,9923.0
15063,1,N,2,3,3347,99.0,N,전남,주부,6025236.0,N,n,0.0,0.0,59100.0,0.0,0,0.0
15064,1,Y,2,2,12638,20.0,N,경기,사무직,12198800.0,N,n,0.0,0.0,70000.0,2827.0,3627,2827.0
15066,1,N,2,5,12000,11.0,N,경기,서비스,10468046.0,Y,자영업,2.0,3.0,640100.0,3841.0,5732,5552.0
15067,1,Y,2,6,12330,40.0,N,인천,자영업,33207600.0,Y,자영업,0.0,0.0,433400.0,4813.8378378378375,4364,4580.0
15068,2,,1,4,0,12.0,N,경북,사무직,20207890.0,N,n,0.0,0.0,234430.0,4570.0,0,4570.0
15069,1,N,2,3,36944,20.0,N,경기,사무직,4032288.0,N,n,0.0,0.0,140400.0,3853.0,10016,3853.0
15071,1,N,2,3,3922,99.0,N,강원,자영업,8565681.0,N,n,0.0,0.0,327759.0,3187.0,0,3187.0
15072,1,N,2,5,55000,20.0,N,인천,전문직,39030924.0,Y,서비스,2.0,2.0,945242.0,5837.0,11266,11266.0
15073,1,N,2,4,22638,20.0,N,대전,전문직,0.0,Y,사무직,2.0,1.0,1508837.0,3597.0,5927,10817.0
15076,1,N,2,4,12777,20.0,N,경남,주부,7526000.0,Y,제조업,1.0,1.0,200000.0,0.0,5072,4915.0
15077,1,N,2,4,22222,20.0,N,경기,주부,34913447.0,Y,전문직,2.0,1.0,405016.0,0.0,6485,6775.0
15078,1,N,1,2,4221,40.0,N,충남,서비스,5535121.0,N,n,0.0,0.0,297022.0,2893.0,5307,2893.0
15079,1,N,1,4,9504,99.0,N,경기,사무직,13468576.0,Y,전문직,2.0,1.0,91300.0,4646.0,0,8068.0
15080,1,N,1,4,23472,20.0,N,인천,사무직,16037500.0,Y,주부,1.0,1.0,128300.0,4627.0,6619,4627.0
15081,1,N,2,3,18737,12.0,N,서울,사무직,19273912.0,Y,서비스,1.0,0.0,630371.0,3480.0,4872,7342.0
15082,1,N,2,4,0,20.0,N,경기,주부,29127332.0,Y,전문직,2.0,1.0,445417.0,0.0,0,4486.0
15083,1,N,2,4,19305,20.0,N,부산,주부,81191789.0,Y,사무직,1.0,2.0,648931.0,0.0,5862,5568.0
15084,1,N,2,7,28611,20.0,N,대구,주부,21211886.0,N,n,0.0,0.0,143790.0,0.0,3756,3046.0
15085,1,N,2,5,16250,20.0,N,경기,서비스,40792151.0,Y,n,1.0,2.0,438940.0,4133.0,6205,4133.0
15087,1,N,2,4,17361,20.0,N,울산,주부,21734506.0,Y,사무직,2.0,1.0,527629.0,0.0,5581,6417.0
